./crack-identify/Denoising_verify_images\103-out_ori.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_005542.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005547.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005553.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005572.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005579.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005585.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005586.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_005593.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005603.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005609.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005627.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005640.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005675.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005676.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005679.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005685.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005687.jpg: Predicted: 1, True label: 1
./crack-identify/Denoising_verify_images\Japan_005694.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_005698.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005701.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005708.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005718.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005720.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005733.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_005734.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_005747.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005757.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005780.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_005794.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_005818.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005819.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005828.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005831.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005836.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005837.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005839.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005844.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005848.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005850.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005857.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005888.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005910.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005911.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_005913.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005917.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005939.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005940.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005946.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_005954.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005956.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005962.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005965.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005968.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005973.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005976.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005991.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_005995.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006022.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006023.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006038.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006041.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006051.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006074.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006085.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_006087.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006088.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006095.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006096.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006101.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006104.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006105.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006117.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006120.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006130.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006131.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006139.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006156.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006181.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006184.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006192.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006194.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006201.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006207.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006223.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006246.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006248.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006251.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006259.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006266.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006275.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006279.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006283.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006293.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_006305.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006311.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006320.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006323.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006327.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_006331.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_006333.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006349.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006374.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_006405.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_006407.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006432.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006441.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_006457.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006464.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006465.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006467.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006468.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_006471.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006482.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006488.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_006505.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006506.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006507.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006509.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_006514.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006528.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006530.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006542.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_006556.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006568.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006573.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006576.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006578.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006586.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006590.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006625.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006628.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006632.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006645.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006667.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006676.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006677.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006685.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006690.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006695.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006698.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006713.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006724.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_006731.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006749.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006760.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006780.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006789.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_006793.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006815.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_006821.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006823.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006846.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006866.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006874.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006900.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006911.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006918.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006932.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006934.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006936.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006938.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006943.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006945.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006951.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006954.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_006958.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006971.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006984.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006990.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_006999.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007012.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007019.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007027.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007035.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007036.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007038.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007046.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007061.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007062.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_007082.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007083.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007084.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007086.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007093.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007096.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_007119.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007120.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007143.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007146.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007153.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_007160.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007164.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007171.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007175.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007179.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007182.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_007186.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007187.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007193.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007194.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_007198.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007210.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007214.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007216.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_007217.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007230.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_007237.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_007280.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007285.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007303.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007309.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007320.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007324.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007327.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007340.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007348.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007351.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007367.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007371.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_007378.jpg: Predicted: 1, True label: 1
./crack-identify/Denoising_verify_images\Japan_007379.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007396.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007401.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007410.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007411.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007412.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007433.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007455.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007458.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007466.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007471.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_007474.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007475.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007476.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007485.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007496.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007499.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_007500.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007521.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007525.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007527.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007529.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007541.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007543.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007544.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007546.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007550.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_007559.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007562.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007567.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007575.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007579.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007584.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007587.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007604.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_007606.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007624.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007628.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007642.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007668.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007672.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007675.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007703.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007725.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007728.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007739.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007757.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007758.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007766.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007784.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007788.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_007791.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007814.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007845.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007849.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007855.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007860.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007861.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007878.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007879.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_007890.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007898.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007905.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007912.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007941.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007944.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007949.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_007965.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007967.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007971.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007973.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007988.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007990.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_007994.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008003.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008004.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008023.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008025.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_008034.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_008036.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008069.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008075.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008083.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008087.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_008096.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008098.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008107.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008109.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008121.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008124.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008128.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_008139.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008145.jpg: Predicted: 1, True label: 1
./crack-identify/Denoising_verify_images\Japan_008148.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008155.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008156.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_008159.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008173.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008183.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008186.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008198.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008202.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008208.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008218.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008230.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008233.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008234.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008243.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_008246.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008259.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008261.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_008270.jpg: Predicted: 0, True label: 0
